FID,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_accu,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,lon,lat,dt
527,India Today,https://www.indiatoday.in/india/story/uttarakhand-landslide-construction-site-char-dham-all-weather-road-1414988-2018-12-21,13834,1545350400000.0,12:00,"Landslide near construction site of the Char Dham National Highway, Ukhimath","A Landslide occurred around 12 pm during the construction of a retaining wall for the Char Dham all-weather road, near the Banswara area of the Rishikesh-Kedarnath national highway, in Ukhimath of Uttarakhand's Rudraprayag district. 8 laborers died and 4","SH-36, Ukhimath, Rudraprayag, Uttarakhand, 246469",10km,translational_slide,construction,medium,retaining_wall,8,4, ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/201812/uttarakhandukhimathlandslide21122018.jpeg?dhVXACu9JPcsTfqIt40KMcc.RG8dwzT5, ,GLC, ,30.51701952,79.09243031,India,IN,Uttaranchal,Gaundar,12.53,1587772800000.0,1606348800000,8804529.068045644,3570182.511152685,2018-12-21
528,The Tribune,https://www.tribuneindia.com/news/archive/j-k/jcb-operator-dies-as-landslide-hits-highway-in-ramban-676071,13835,1540771200000.0,19:00,Digdool Ramban Landslide,"A landslide on the highway at Digdool in Ramban district resulted in the closure of the highway. While the highway was being cleared, another landslide hit the area trapping a JCB operator who did not survive.","Jammu-Srinagar National Highway, Digdool, Ramban",5km,landslide,unknown,small,above_road,1,0, , ,Close to other events along same road from previous years.,GLC, ,33.3059579,75.17356727,India,IN,Jammu and Kashmir,Gund,14.41,1587772800000.0,1606348800000,8368283.2294989815,3935985.5293184356,2018-10-29
535,The New Indian Express,https://www.newindianexpress.com/nation/2018/oct/30/flash-flood-alert-in-arunachal-pradesh-after-landslide-in-chinas-tsangpo-1892035.html,13827,1540771200000.0,unknown,Milin Sector Yarlung Tsangpo Landslide 2,"Landslide on the Yarlung Tsangpo River in Tibet region of China creates dam. China warns of flash flooding in Arunachal Pradesh, India along the Siang (Yarlung Tsangpa becomes the Siang as it flows into Arunachal) . Second landslide following one on Octo",Milin Sector of YarlungTsangpo in Tibet region of China,25km,landslide,unknown,large,above_river,0,0, , ,"Same location as landslide on October 19, 2018 (landslide point 119103). Point should be along river.",GLC, ,29.27034422,94.1565858,China,CN,Xizang,Mainling,10.28,1587600000000.0,1606348800000,10481463.185866538,3410100.000456093,2018-10-29
540,Face to Face,http://www.hakahakionline.com/en/3869/landslide-continues-to-obstruct-narayangarh-muglin-road/,13851,1533168000000.0,04:00,Narayangarh-Muglin road Landslides,Landslides at Ghumaune and Jalbire occurred in the morning obstructing travel along Narayanghat-Mugling Highway.,"Kabilas, Narayani. Bharatpur metropolis-29, Ghumaune and Ichhakamana municipality-6, Jalbire",5km,landslide,unknown,small,above_road,0,0, , ,Many landslides along this road.,GLC, ,27.82419341,84.46603959,Nepal,NP,Gandaki,Narayangarh,16.03,1587859200000.0,1606348800000,9402716.516594615,3226826.627261098,2018-08-02
541,Outlook India,https://www.outlookindia.com/newsscroll/two-persons-drown-in-nagaland/1360169,13841,1532908800000.0,unknown,Tuensang District Landslides,"Several landslides occurred in the Tuensang district on July 30th, 2018 due to continuous rain within the region. Many landslides occurred due to this rainfall event. One landslide was large enough to destroy part of NH-702 road.","Sotokur, Tuensang, Nagaland",50km,landslide,continuous_rain,medium,above_road,0,0, , ,Article reported there were many landslides but not much detail besides to the one that washed away part of the road.,GLC, ,26.13179516,94.78584429,India,IN,Nagaland,Shipungrr,9.3,1587600000000.0,1606348800000,10551511.920662005,3015413.5167815504,2018-07-30
542,Daily Hunt,https://m.dailyhunt.in/news/india/english/u4uvoice-epaper-uvoice/jammu+two+killed+in+reasi+landslide+watch+video-newsid-93582193,13849,1532995200000.0,06:00,Reasi Landslide,"A landslide occurred during the construction of a road, causing two fatalities",Lar village of Gool Gulab Garh in the Reasi District.,25km,landslide,unknown,medium,engineered_slope,2,0, , , ,GLC, ,33.25400876,75.01405987,India,IN,Jammu and Kashmir,Chaunkri,10.25,1587772800000.0,1606348800000,8350526.947398503,3929068.1153491526,2018-07-31
543,The Landslide Blog,https://blogs.agu.org/landslideblog/2018/10/22/yarlung-tsangpo-1-2/,13857,1539907200000.0, ,Milin Sector Yarlung Tsangpo Landslide 1,"Artificial lake created on the Tsangpo from cliff falling into section of river. Causes flash flood warning in Arunachal. Another landslide in same location on October 29, 2018.","Yarlung Tsangpo River, Menling County, Tibet",10km,complex,unknown,very_large,natural_slope,0,0, ,https://blogs.agu.org/landslideblog/files/2018/10/18_10-Yarlang-1a-e1540187285271.jpg,"Same location as landslide on October 29, 2018.",GLC, ,29.81805859,94.93408605,China,CN,Xizang,I-Kung-Tsang-Pu,31.38,1587772800000.0,1606348800000,10568014.117899507,3480184.344731141,2018-10-19
554,Face to Face,http://www.hakahakionline.com/en/3869/landslide-continues-to-obstruct-narayangarh-muglin-road/,13845,1533168000000.0,04:00,Narayangarh-Muglin road landslides,Landslides at Ghumaune and Jalbire occurred in the morning obstructing travel along Narayanghat-Mugling Highway.,"Mahendra Rajmarg, Kabilas, Narayani",10km,landslide,unknown,small,above_road,0,0, , ,"Same time as landslide in Ghumaune, many landslides along this road.",GLC, ,27.76322275,84.4711036,Nepal,NP,Narayani,Narayangarh,9.64,1587859200000.0,1606348800000,9403280.239720507,3219154.2605409296,2018-08-02
563,News Report,https://kashmirobserver.net/2020/04/18/kashmir-highway-remains-closed-for-second-day-due-to-landslides/,13804,1587168000000.0,06:00,Landslides blocked Jammu-Srinagar Highway,"The 270-km Jammu-Srinagar national highway remained closed for the second consecutive day on Saturday as inclement weather triggered more landslides at several places in Ramban district, traffic officials said. The traffic on the highway, the only all-we","NH-44, Patnitop, Ramban, Jammu & Kashmir, 182143",5km,rock_fall,rain,medium,above_road,0,0,Pre-monsoon Rainfall,https://kashmirobserver.net/2020/04/18/kashmir-highway-remains-closed-for-second-day-due-to-landslides/,Rainfall triggered rock fall at several locations causing huge traffic standby on Jammu-Srinagar highway,LRC, ,33.09846173,75.32835755,India,IN,Jammu and Kashmir,Doda,21.16,1587254400000.0,1606348800000,8385514.404870972,3908380.416060767,2020-04-18
572,The Tribune India,https://www.tribuneindia.com/news/archive/features/two-killed-in-chamoli-landslide-645253,13796,1535587200000.0, ,Farkhet Village Landslide,Landslide devastated home killing 2 and injuring 1,within the Farkhet village north of Ghat,unknown,landslide, ,medium,deforested_slope,2,1, , , ,GLC, ,30.27158781,79.44950952,India,IN,Uttaranchal,Langsu,17.22,1586131200000.0,1606348800000,8844278.943987025,3538507.9116250337,2018-08-30
583,South Asian News,https://southasiansnews.com/2018/09/29/mudslide-buries-four-one-dead/,13807,1538179200000.0, ,Mudslide in central Nepal,"A mudslide near an irrigation canal in Beni-Municipality-2, Myagdi killed one woman and injured three others.","Beni, Arthunge, Dhawalagiri",10km,mudslide,mining,unknown,other,1,3, , , ,GLC, ,28.34849575,83.55352832,Nepal,NP,Dhawalagiri,Bega,10.64,1586131200000.0,1606348800000,9301136.226341132,3292982.6048703957,2018-09-29
584,Hindustan Times,https://www.pressreader.com/india/hindustan-times-amritsar/20180928/281797104926116,13811,1538006400000.0,unknown,Landslide closes national highway,The Jammu-Srinagar national highway was closed by a landslide event.,"Banihal, Ramban, Jammu &amp; Kashmir",10km,unknown,unknown,unknown,above_road,0,0, , , ,GLC, ,33.44264758,75.1915163,India,IN,Jammu and Kashmir,Gund,1.24,1586131200000.0,1606348800000,8370281.306490135,3954206.496967477,2018-09-27
586,Himachal Tribune,https://www.tribuneindia.com/news/archive/himachaltribune/construction-in-sliding-zones-in-d-sala-660325,13820,1537574400000.0, ,Landslides in construction zones,An unknown number of landslides was reported in the vicinity of Dharamshala after heavy rains in the Himachal area.,"Dharamshala, Kangra, Himachal Pradesh",1km,unknown,rain,unknown,engineered_slope,0,0, , , ,GLC, ,32.22035575,76.31070832,India,IN,Himachal Pradesh,Dharmsala,0.79,1586131200000.0,1606348800000,8494869.192033796,3792270.6278698286,2018-09-22
675,Greater Kashmir,https://www.greaterkashmir.com/news/kashmir/landslide-hits-mansbal-in-central-kashmir-s-ganderbal/269948.html,11225,1514073600000.0, ,"Kondbal, Ganderbal Landslide","A major landslide occurred in the village of Kondbal area of Manasbal in Central Kashmir’s Ganderbal District in the early morning while most residents of the village were asleep, however no loss of life was reported.","Kondbal area, Manasbal, Ganderbal District, Kashmir",1km,landslide,unknown,medium,unknown,0,0, ,http://kashmirthunder.com/wp-content/uploads/2017/12/IMG-20171224-WA0011-1024x768.jpg, ,GLC, ,34.248971,74.684307,India,IN,Jammu and Kashmir,Palhalan,15.53,1531094400000.0,1606348800000,8313819.025488522,4062281.9425347988,2017-12-24
682,The Kathmandu Post,http://kathmandupost.ekantipur.com/news/2017-09-03/besishahar-chame-road-section-obstructed.html,12946,1504396800000.0, ,Landslide on Besishahar-Chame Road,"Landslide has obstructed Besishahar-Chame road section from Saturday night.  According to Chief of Police Post, Khudi, Assistant Sub Inspector Hari Bahadur Thapa, the road section was obstructed after landslide took place at Arkhale of Marsyangdi rural m","Besisahar - Chame Sadak, Arkhale, Marsyangdi Rural Municipality, Nepal.",5km,landslide,unknown,medium,above_road,0,0, ,http://assets-cdn.ekantipur.com/images/the-kathmandu-post/natural-disaster/21389141_1088584494612184_407856966_o-03092017070812-1000x0.jpg, ,GLC, ,28.3304035,84.3986218,Nepal,NP,Gandaki,Gandaki,8.0,1534896000000.0,1606348800000,9395211.602875365,3290694.3364862124,2017-09-03
685,The Tribune,https://www.tribuneindia.com/news/himachal/landslide-blocks-manali-road/455559.html,12943,1503360000000.0, ,NH154 Highway Landslide at Chamukha Village,"The Kiratpur-Manali road was blocked this morning due to landslide at Chamukha village near Sundernagar.  About four months back, the 8-km stretch of fourlaned road between Pungh to Bhawana was opened to traffic but at many places, the protection walls,","NH154 Chamukha, Himachal Pradesh 175018 India",1km,landslide,unknown,medium,above_road,0,0, ,https://images.tribuneindia.com/cms/gall_content/2017/8/2017_8$largeimg22_Tuesday_2017_005911827.jpg, ,GLC, ,31.497908,76.874543,India,IN,Himachal Pradesh,Sundarngar,4.94,1534982400000.0,1606348800000,8557634.981725622,3697582.2048397055,2017-08-22
695,In Person, ,12933,1538179200000.0,11:00,Kaler khar Land slide,This area is usually under landslide around the year and is near to M-2 Motorway. Its a dangerous mountaneaous area but give spectacular view,"near M-2 Motorway, Pakistan",exact,landslide,rain,medium,natural_slope,0,0, , , ,LRC, ,32.64150179,72.75843868,Pakistan,PK,Punjab,Nurpur,15.8,1538352000000.0,1606348800000,8099432.344437269,3847815.4282651255,2018-09-29
696,In Person, ,12932,1538179200000.0,11:00,Salt Range Area Rockslide,this area is always under natural landside,"near M-2 Jehlum Punjab, Punjab Motorway",exact,rock_fall,rain,small,above_road,0,0, , , ,LRC, ,32.645448,72.756213,Pakistan,PK,Punjab,Nurpur,15.53,1538352000000.0,1606348800000,8099184.583206957,3848337.123338636,2018-09-29
697,In Person, ,12931,1538179200000.0,11:00,Salt Range Rockslide,this location is present in Jehlum Area of Punjab,"near M-2 Jehlum Punjab, Punjab Motorway",exact,rock_fall,rain,small,above_road,0,0, , , ,LRC, ,32.645658,72.755395,Pakistan,PK,Punjab,Nurpur,15.45,1538352000000.0,1606348800000,8099093.523863491,3848364.8863229915,2018-09-29
698,In Person, ,12930,1538179200000.0,11:00,Salt Range Rockslide,"this area in near to M-2 Jhelum, Punjab Motroway","near M-2 Jehlum Punjab, Punjab Motorway",exact,rock_fall,rain,medium,above_road,0,0, , , ,LRC, ,32.645972,72.754685,Pakistan,PK,Punjab,Nurpur,15.38,1538352000000.0,1606348800000,8099014.487025024,3848406.398716456,2018-09-29
699,In Person, ,12929,1538179200000.0,11:00,Salt Range Rockslide,"this area in near to M-2 Jhelum, Punjab Motroway","near M-2 Jehlum Punjab, Punjab Motorway",exact,rock_fall,rain,medium,above_road,0,0, , , ,LRC, ,32.645972,72.754685,Pakistan,PK,Punjab,Nurpur,15.38,1538352000000.0,1606348800000,8099014.487025024,3848406.398716456,2018-09-29
700,In Person, ,12928,1538179200000.0,11:00,Salt Range Rockslide,"This place is on M-2 Motorway near Jehlum, Punjab","near M-2 Jehlum Punjab, Punjab Motorway",exact,rock_fall,downpour,medium,above_road,0,0, , , ,LRC, ,32.646343,72.753957,Pakistan,PK,Punjab,Nurpur,15.31,1538352000000.0,1606348800000,8098933.44643573,3848455.4469870217,2018-09-29
701,In Person, ,12927,1538179200000.0,11:00,Salt Range Rockslide,This area is near to M-2 Jehlum Punjab,"near M-2 Jehlum Punjab, Punjab Motorway",exact,rock_fall,downpour,medium,above_road,0,0, , , ,LRC, ,32.646483,72.753677,Pakistan,PK,Punjab,Nurpur,15.28,1538352000000.0,1606348800000,8098902.276978304,3848473.9558212417,2018-09-29
903,The Kathmandu Post,http://kathmandupost.ekantipur.com/news/2017-09-25/obstructed-beni-jomsom-road-resumes.html,12887,1506297600000.0, ,Beni-Jomsom Road Landslide,Beni-Jomsom road that had remained obstructed for the past six days by a dry landslide has resumed from Monday. The road links the mountainous district Mustang.  Transport service along the road section resumed after clearing the landslide debris that ha,"Annapurna rural municipality-3, Beni - Jomsom Rd Beni 33200 Nepal.",25km,landslide,no_apparent_trigger,medium,above_road,0,0, , , ,GLC, ,28.545124,83.647074,Nepal,NP,Dhawalagiri,Bega,13.28,1534723200000.0,1606348800000,9311549.684027277,3317876.9259074475,2017-09-25
908,The Statesman,https://www.thestatesman.com/india/uttarakhand-tehri-landslide-seven-killed-1502679106.html,12882,1535500800000.0, ,Kot Village Landslide in Tehri District,"In the early hours of Wednesday, a landslide damaged a house at Kot village in Tehri district. Seven family members inside the house were sleeping when flowing debris after a cloudburst caused mass destruction. Kot village experienced heavy rainfall Wedn","SH-8, Tehri Sub-District, Tehri Garhwal, Uttarakhand, 249145",1km,debris_flow,downpour,medium,deforested_slope,7,1, ,https://www.thestatesman.com/wp-content/uploads/2018/08/Tehri1.jpg, ,GLC, ,30.35948514,78.37742809,India,IN,Uttaranchal,Chham,18.39,1535500800000.0,1606348800000,8724935.384331264,3549842.5068827686,2018-08-29
909,Times of India,https://timesofindia.indiatimes.com/city/dehradun/gangotri-highway-blocked-by-landslide-opens-after-24-hours/articleshow/60352288.cms,12881,1504396800000.0, ,Gangotri Highway Landslide near Matli,Traffic movement was disrupted after a landslide in Raturi Sera near Matli blocked the Gangotri national highway on Saturday. The Border Roas Organization was able to clear debris after almost 24 hours on Sunday. Disaster management officer Devendra Sing,"NH34 Matli, Uttarakhand 249193 India",5km,landslide,unknown,small,above_road,0,0, , , ,GLC, ,30.739231,78.373963,India,IN,Uttaranchal,Uttarkashi,6.36,1534896000000.0,1606348800000,8724549.65261087,3598929.430188286,2017-09-03
910,The Times of India,https://timesofindia.indiatimes.com/city/dehradun/two-killed-in-road-accidents-on-gangotri-highway/articleshow/63963680.cms,12880,1524787200000.0, ,Naitala and Maneri Regions Landslides Strand Pilgrims,"A landslide fell at Naitala and Maneri Regions of Bhatwar  block of Uttarkashi, stranding hundreds of pilgrims along the Gangotri National Highway.","NH-34, Bhatwari, Uttarkashi, Uttarakhand, 249194",5km,landslide,unknown,medium,above_road,0,0, , , ,GLC, ,30.74148939,78.52656314,India,IN,Uttaranchal,Uttarkashi,8.34,1528243200000.0,1606348800000,8741537.022601971,3599221.932208701,2018-04-27
911,The Kathmandu Post,http://kathmandupost.ekantipur.com/news/2017-09-24/3-killed-as-landslide-buries-car-truck.html,12879,1506124800000.0, ,Siddhartha Highway Rockfall near Siddhababa,"A landslide in the Siddababa section of the Siddhartha Highway buried a truck and a car in Palpa district on Saturday, killing three persons. Another person sustained injuries.  The car (Lu 1 Cha 7994) and the truck (Na 3 Kha 6191) were buried under a la","Siddhartha Rajmarg, Butwal, Nepal.",1km,rock_fall,unknown,medium,above_road,3,0, ,http://assets-cdn.ekantipur.com/images/the-kathmandu-post/miscellaneous/1-23092-2-pahiro-Siddha-baba-k-2-24092017071726-1000x0.jpg, ,GLC, ,27.724234,83.469593,Nepal,NP,Lumbini,Butwal,2.19,1534723200000.0,1606348800000,9291792.589481795,3214250.2842987487,2017-09-23
